Publication_Hardcover,Publication_Paperback,Publication_other,Title,Author,Edition,Reviews,Ratings,Synopsis,Genre,BookCategory,Price,Age_of_book
0,1,0,1,2,380,3.8,22,1,94,702,250.0,12
0,1,0,2,2,380,4.0,1,2,82,402,993.0,4
0,1,0,1,1,559,3.6,8,1,66,744,161.0,12
0,1,0,1,1,54,5.0,1,1,463,732,450.0,3
0,1,0,1,11,478,3.1,46,1,517,702,120.0,8
0,1,0,2,48,442,4.3,9,2,234,670,355.0,20
0,1,0,1,26,428,4.1,25,1,1183,1036,295.0,10
0,1,0,1,2,57,4.1,4,1,10,402,899.0,3
1,0,0,1,1,77,4.6,3,1,92,670,981.0,6
1,0,0,1,65,77,4.7,24,1,71,733,55.0,13
0,1,0,1,15,478,3.6,13,1,1183,1036,417.0,8
0,1,0,1,1,431,4.0,2,1,8,614,1034.0,5
0,1,0,1,1,385,4.0,26,1,80,733,440.0,6
0,1,0,1,1,385,4.8,34,1,21,648,1600.0,5
0,1,0,2,22,380,4.1,33,2,49,702,379.0,5
0,1,0,1,1,431,4.0,20,1,13,732,150.0,12
0,1,0,1,1,380,4.5,2,1,92,638,224.0,5
1,0,0,1,6,91,5.0,10,1,34,614,1824.0,14
0,1,0,1,87,559,5.0,3,1,517,878,184.0,5
0,1,0,1,1,334,4.0,5,1,52,638,179.0,12
0,1,0,1,1,366,5.0,1,1,82,402,420.0,6
0,1,0,1,1,493,3.8,48,1,41,648,350.0,6
0,1,0,3,1,442,5.0,1,3,19,733,596.0,7
0,1,0,1,1,385,3.7,8,1,64,648,1200.0,11
0,1,0,1,1,431,4.3,11,1,9,614,319.0,11
0,1,0,1,1,442,4.5,3,1,12,648,490.0,21
0,1,0,7,7,435,4.9,37,2,234,744,695.0,7
1,0,0,1,6,8,4.6,6,1,47,614,2098.67,19
0,1,0,1,2,442,5.0,1,1,80,614,1078.0,6
0,1,0,1,9,428,4.9,11,1,244,744,266.0,7
0,1,0,1,1,334,4.0,2,1,83,614,1496.0,4
0,1,0,2,5,380,4.1,2,2,1183,1036,319.0,22
0,1,0,1,1,334,4.3,154,1,71,733,387.0,8
0,1,0,2,2,559,5.0,1,2,145,638,532.25,5
0,1,0,1,1,3,3.6,5,1,120,744,639.0,18
0,1,0,2,5,334,3.4,5,2,1183,878,235.0,5
0,1,0,2,19,3,4.5,4,2,1183,878,641.0,16
0,1,0,1,19,380,4.1,9,1,1183,1036,399.0,17
0,1,0,3,4,446,5.0,10,3,92,638,398.0,4
0,1,0,2,2,334,3.7,11,2,1183,1036,210.0,7
0,1,0,5,20,385,4.7,14,5,80,733,154.0,9
0,1,0,3,3,380,4.5,2,1,234,744,722.37,6
0,1,0,2,3,446,5.0,3,2,6,648,960.0,7
0,1,0,2,2,559,3.8,163,2,463,732,185.0,6
0,1,0,1,1,51,5.0,2,1,6,648,2145.0,5
0,1,0,1,1,431,4.0,1,1,82,402,563.0,10
0,1,0,1,1,442,5.0,3,1,24,648,845.75,18
0,1,0,1,3,51,4.9,19,1,3,878,299.0,5
0,1,0,1,1,51,3.8,7,1,64,648,1550.0,5
1,0,0,1,1,42,4.7,4,1,8,744,999.0,5
0,1,0,1,1,486,4.1,29,1,244,744,345.0,8
0,1,0,2,27,334,4.1,29,2,517,702,118.29,14
0,1,0,1,5,493,3.8,98,1,325,878,399.0,15
0,1,0,1,2,54,4.3,146,1,517,702,142.0,4
1,0,0,1,1,85,5.0,3,1,83,670,2570.0,8
1,0,0,1,1,49,4.6,42,1,463,732,323.9,12
0,1,0,1,1,435,4.3,7,1,43,648,1350.0,9
0,1,0,5,10,431,5.0,2,5,234,744,632.15,11
1,0,0,1,1,79,4.5,15,1,4,402,950.0,8
0,1,0,1,1,385,4.0,2,1,88,648,520.0,6
0,1,0,1,4,493,3.0,1,1,325,702,564.4,4
1,0,0,2,2,12,4.7,37,2,463,732,474.0,3
0,1,0,1,1,366,3.9,15,1,16,878,200.0,7
0,1,0,1,1,334,4.4,7,1,463,732,269.0,12
0,1,0,2,4,478,4.0,35,2,9,614,514.0,5
0,1,0,1,1,334,4.3,31,1,517,702,90.0,8
1,0,0,1,1,117,4.0,1,1,244,744,590.0,8
1,0,0,2,2,58,5.0,1,2,7,1036,452.0,3
0,1,0,2,7,380,4.0,5,2,120,638,581.0,18
1,0,0,2,2,85,4.1,6,2,52,402,309.0,5
0,0,1,1,7,19,1.0,1,1,517,702,299.0,26
0,1,0,1,4,428,4.2,44,1,517,702,175.0,7
0,1,0,1,27,385,3.7,11,2,517,702,399.0,3
0,1,0,1,1,559,3.4,4,1,3,670,814.0,10
0,1,0,1,5,486,5.0,1,1,3,733,518.73,6
0,1,0,1,4,559,4.4,11,3,80,733,460.0,14
0,1,0,1,4,559,5.0,2,1,92,638,690.0,8
0,1,0,17,9,478,4.6,199,1,517,702,270.0,10
0,1,0,1,4,385,4.3,25,1,325,878,374.25,3
0,1,0,1,1,442,3.9,6,1,11,733,195.0,3
0,1,0,1,1,446,5.0,1,1,145,638,763.0,36
0,1,0,2,30,435,4.0,1,2,1183,1036,198.0,10
0,1,0,1,3,446,4.2,163,1,40,670,499.0,5
0,1,0,1,3,442,4.5,2,1,1183,1036,189.0,12
0,1,0,1,1,431,3.9,2,1,80,614,5437.0,6
0,1,0,1,1,380,4.0,2,1,1183,1036,299.0,17
0,1,0,1,2,559,5.0,2,1,1,648,398.44,6
0,1,0,1,1,69,4.4,4,1,82,733,1094.0,4
0,1,0,1,1,431,4.6,34,1,335,878,238.0,3
0,1,0,2,2,59,5.0,1,2,335,878,280.0,4
0,1,0,1,1,428,4.5,2,1,463,614,629.0,12
0,0,1,3,14,4,3.9,3,4,145,638,1199.0,5
0,1,0,1,2,428,4.4,65,1,25,402,489.0,8
0,0,1,2,2,15,3.0,1,2,24,638,262.0,33
0,0,1,1,1,1,5.0,2,1,8,733,557.0,8
0,1,0,1,11,7,4.5,58,1,1183,1036,634.0,13
1,0,0,2,2,67,4.2,157,2,52,732,357.0,6
0,1,0,1,1,493,4.5,29,1,50,670,749.0,10
0,1,0,1,1,486,4.0,1,1,145,638,1154.0,31
0,1,0,1,1,559,1.4,3,1,98,733,496.23,7
0,1,0,3,2,1,5.0,1,3,11,733,596.0,8
0,1,0,1,1,478,4.2,25,1,52,402,265.0,12
0,1,0,1,13,431,4.0,6,1,335,878,446.0,18
0,1,0,3,3,478,3.9,4,3,40,733,131.0,8
0,1,0,1,1,446,4.3,66,1,335,878,185.0,6
0,1,0,1,1,385,4.0,1,1,35,614,295.0,20
0,1,0,1,1,435,4.0,6,1,22,1036,324.0,4
0,1,0,1,1,52,4.5,16,1,8,402,399.0,4
0,1,0,1,1,431,3.4,5,1,10,744,98.0,8
0,1,0,1,1,69,4.0,1,1,92,638,239.0,9
0,1,0,1,1,380,5.0,6,1,92,670,963.0,5
0,1,0,1,61,446,5.0,3,1,3,614,1205.0,12
1,0,0,2,2,117,5.0,2,2,76,670,607.0,7
0,1,0,1,3,366,4.8,107,1,463,732,229.0,10
0,1,0,2,2,559,4.2,73,2,335,733,150.0,4
0,1,0,1,3,486,4.4,5,1,463,670,420.89,9
0,1,0,1,1,486,5.0,2,1,16,732,549.0,16
0,1,0,1,26,446,4.2,8,1,335,878,244.0,11
0,1,0,1,33,559,3.8,218,1,325,878,247.0,6
0,1,0,2,3,2,4.4,203,2,8,744,389.0,8
1,0,0,2,2,85,4.3,12,2,18,733,456.0,4
0,1,0,1,4,559,5.0,1,1,7,614,1242.0,7
0,1,0,1,2,493,3.3,5,1,33,670,448.99,11
0,1,0,1,2,43,4.0,20,1,517,702,142.0,4
0,1,0,1,10,431,4.5,9,1,35,614,374.0,20
0,1,0,2,22,446,4.5,168,2,49,878,298.0,5
0,1,0,3,5,486,5.0,1,3,44,638,799.0,42
0,0,1,1,4,1,5.0,2,1,24,733,445.0,5
0,1,0,1,1,442,5.0,2,1,25,670,605.0,28
1,0,0,2,3,93,4.0,8,2,1183,1036,933.0,7
0,1,0,1,3,435,4.4,3,1,517,702,247.0,3
0,1,0,1,1,385,5.0,1,1,80,733,416.0,3
0,1,0,2,8,435,4.5,4,2,1183,1036,238.0,7
0,1,0,2,3,431,4.8,14,2,92,744,1433.0,10
0,0,1,1,4,18,4.5,6,1,517,702,334.0,6
0,1,0,2,2,428,3.9,6,2,23,744,799.0,9
0,1,0,1,1,380,4.5,2,1,82,402,345.0,10
0,1,0,3,33,446,3.7,113,3,1183,1036,279.0,7
0,1,0,1,1,1,4.1,24,1,325,878,287.0,8
0,1,0,1,1,52,5.0,2,1,7,733,691.0,9
1,0,0,1,1,58,5.0,1,1,325,744,395.0,24
1,0,0,1,7,58,4.6,114,1,66,744,590.0,14
0,1,0,3,33,493,4.4,67,3,1183,1036,263.0,17
0,1,0,1,20,385,4.1,44,4,92,638,69.0,5
0,1,0,1,12,431,4.4,11,1,1183,1036,676.0,6
0,1,0,1,39,559,4.1,5,1,325,878,205.0,11
0,1,0,1,2,385,4.6,33,1,1,732,392.0,4
0,1,0,2,39,69,4.5,2,2,1183,878,177.0,4
1,0,0,4,4,117,4.6,32,4,46,670,850.44,6
0,1,0,1,1,334,4.0,1,1,35,648,309.0,4
0,1,0,1,1,478,4.3,21,1,40,733,369.0,15
1,0,0,1,1,93,4.7,9,1,28,732,555.0,4
0,1,0,1,1,446,5.0,1,1,92,638,364.0,5
0,1,0,3,4,334,4.5,351,3,1183,402,304.0,9
0,1,0,2,19,478,4.1,28,2,1183,1036,449.0,6
0,1,0,1,1,446,4.3,16,1,24,402,299.0,4
0,1,0,3,9,431,4.0,171,3,1183,878,258.0,8
0,1,0,2,2,334,4.3,14,2,1183,1036,229.0,17
0,1,0,1,1,59,5.0,1,1,517,702,299.0,3
0,1,0,1,1,559,2.8,2,1,16,614,557.0,9
1,0,0,2,2,85,4.8,12,2,84,732,349.0,4
0,1,0,1,1,446,4.0,1,1,92,638,561.0,32
0,1,0,1,39,54,4.0,76,1,325,878,169.0,5
0,1,0,1,7,559,4.3,4,1,15,702,379.0,18
0,1,0,1,1,478,4.0,1,1,1183,1036,391.0,8
0,0,1,1,1,1,4.7,5,1,2,733,1100.0,8
0,0,1,1,1,21,4.3,57,1,52,732,353.0,36
0,1,0,2,4,478,5.0,1,2,335,744,1001.0,5
0,1,0,1,1,442,4.6,3,1,61,402,954.0,26
1,0,0,1,1,42,5.0,1,1,92,744,689.0,8
0,1,0,2,27,431,4.4,60,2,517,670,364.0,19
0,1,0,1,1,493,5.0,1,1,3,614,260.0,6
0,1,0,2,1,385,4.3,3,1,463,732,124.0,15
0,1,0,1,4,559,4.4,61,1,80,614,369.0,6
0,1,0,1,5,446,4.6,17,1,517,702,323.52,8
0,1,0,1,1,478,5.0,4,1,7,732,382.0,4
0,1,0,1,1,385,3.8,15,1,119,670,150.0,9
0,1,0,1,1,385,3.5,9,1,98,733,681.0,47
0,1,0,1,2,380,4.5,2,1,335,878,170.0,9
0,1,0,1,1,559,3.9,9,1,39,648,1969.0,7
0,1,0,1,3,446,5.0,1,1,80,614,451.0,4
0,1,0,1,1,486,3.0,1,1,517,702,149.0,5
0,1,0,4,19,486,4.7,31,1,234,744,435.0,5
0,1,0,2,2,428,4.7,26,2,29,1036,364.0,4
0,1,0,1,1,478,4.3,8,1,33,878,179.0,7
1,0,0,1,2,91,5.0,1,1,35,614,509.0,7
0,1,0,1,7,446,5.0,1,1,517,702,374.0,12
0,1,0,1,1,380,4.4,331,1,325,732,224.0,10
0,1,0,1,1,431,4.7,4,1,92,670,679.0,11
0,1,0,1,1,442,5.0,1,1,463,614,559.0,5
0,1,0,2,12,442,5.0,3,2,119,670,202.0,24
0,1,0,1,1,486,4.4,108,1,3,648,335.0,18
0,1,0,1,5,493,5.0,1,1,3,733,428.0,6
1,0,0,1,1,58,4.7,45,1,463,732,434.0,3
0,0,1,2,6,17,4.1,17,2,1183,1036,503.0,13
0,1,0,1,1,486,4.3,55,1,35,648,151.0,6
0,1,0,2,27,478,3.9,42,2,325,670,319.0,16
0,1,0,1,1,435,5.0,36,1,94,702,120.0,3
0,1,0,1,2,442,3.2,10,1,59,733,190.0,6
0,1,0,1,1,385,4.0,2,1,43,648,399.0,14
0,1,0,2,2,446,4.5,5,2,1183,1036,160.0,4
1,0,0,2,2,91,4.6,3,2,9,670,569.0,5
0,1,0,1,1,435,5.0,8,1,15,614,299.0,3
1,0,0,1,1,59,4.4,49,1,463,402,399.0,4
0,1,0,3,9,69,4.3,48,3,1183,1036,411.6,4
0,1,0,1,1,435,5.0,1,1,517,702,708.0,5
1,0,0,1,1,7,5.0,1,1,59,614,795.0,9
0,1,0,1,1,478,4.0,1,1,1183,1036,449.0,3
0,1,0,1,3,43,4.5,2,1,145,702,295.0,4
0,1,0,1,87,559,4.3,21,1,325,878,261.0,5
0,1,0,1,1,59,3.0,1,1,16,670,475.0,4
0,1,0,1,1,385,4.6,3,1,64,648,700.0,5
0,1,0,2,5,446,4.2,66,1,41,648,410.0,16
0,1,0,1,40,478,4.0,37,1,244,744,342.0,9
0,1,0,1,17,380,4.3,7,1,13,744,678.0,11
0,1,0,2,8,493,4.5,18,2,76,744,180.0,20
0,1,0,3,34,334,4.2,37,3,1183,1036,314.0,30
0,1,0,1,1,334,1.0,1,1,92,638,619.0,35
0,1,0,3,3,559,4.5,95,3,16,733,290.0,22
0,1,0,1,39,446,4.0,1,1,325,878,191.0,12
0,1,0,3,3,366,5.0,4,3,120,744,799.0,16
0,1,0,1,1,385,3.5,56,1,7,648,461.0,7
0,1,0,1,3,493,5.0,8,1,92,638,623.0,6
1,0,0,1,1,51,5.0,1,1,82,402,657.0,3
0,1,0,1,2,486,3.8,9,1,98,733,444.0,8
0,1,0,1,1,42,3.8,19,1,5,1036,449.0,5
0,1,0,1,1,428,5.0,1,1,12,670,400.0,6
0,1,0,1,1,366,5.0,1,1,463,638,293.0,17
0,1,0,1,1,442,5.0,1,1,98,733,795.0,11
0,1,0,1,1,486,3.7,3,1,463,614,446.0,4
0,1,0,1,1,428,5.0,3,1,39,648,426.0,5
0,1,0,1,5,478,3.9,36,1,517,702,284.0,19
1,0,0,2,1,91,4.2,30,1,19,732,560.0,4
0,1,0,1,1,446,4.6,6,1,98,733,410.0,19
1,0,0,1,2,91,5.0,2,1,17,733,297.0,4
0,1,0,5,2,442,3.4,3,3,59,648,128.0,6
0,1,0,1,5,446,5.0,2,1,1183,1036,322.0,4
0,1,0,1,4,366,4.1,5,1,7,402,443.0,5
1,0,0,1,1,79,4.2,6,1,4,402,220.0,5
0,1,0,3,15,380,4.3,250,1,335,878,235.0,13
0,1,0,1,1,559,3.4,28,1,7,702,685.0,6
0,1,0,1,1,428,4.5,26,1,325,670,140.0,6
0,1,0,1,1,431,4.5,2,1,92,670,409.0,5
0,1,0,1,3,486,3.8,970,1,325,878,227.0,6
1,0,0,1,1,59,3.5,305,1,13,402,340.0,4
0,1,0,1,1,559,5.0,2,1,82,670,899.0,8
0,1,0,1,1,559,2.0,1,1,1183,1036,239.0,7
1,0,0,1,2,93,4.8,71,1,145,638,324.0,9
0,1,0,1,9,435,3.8,327,1,517,702,96.0,9
0,0,1,1,1,1,4.1,5,1,120,670,1191.0,5
0,1,0,1,1,334,3.6,24,1,25,733,509.0,10
1,0,0,1,6,79,5.0,1,1,119,670,210.0,7
0,1,0,2,10,446,4.5,18,2,25,732,350.0,6
0,1,0,1,6,446,4.4,64,1,517,702,207.0,6
0,1,0,1,1,442,4.2,3,1,8,638,518.0,14
0,1,0,1,2,428,5.0,1,1,1183,1036,646.0,26
0,1,0,14,13,366,5.0,4,1,234,744,409.89,6
0,1,0,1,1,428,5.0,1,1,145,638,1038.0,20
0,1,0,2,2,334,4.0,175,2,463,732,171.0,5
0,1,0,3,3,435,4.9,52,2,145,638,419.0,12
1,0,0,1,1,79,4.9,26,1,1183,1036,1380.0,4
0,1,0,1,10,486,4.5,1403,1,517,702,109.0,5
0,1,0,3,4,431,4.6,180,3,1183,1036,420.0,17
0,1,0,1,27,385,4.3,7,1,517,702,138.0,3
0,1,0,1,1,334,4.5,38,1,92,638,224.0,22
0,1,0,2,26,431,3.0,19,2,1183,1036,247.0,5
1,0,0,1,1,51,4.6,6,1,24,733,1187.0,14
0,1,0,2,2,486,3.7,57,2,94,702,155.0,5
0,0,1,1,1,21,3.0,1,1,517,702,176.0,5
0,1,0,1,1,57,5.0,3,1,21,648,3194.0,4
0,1,0,2,2,486,4.4,16,2,84,878,180.0,3
0,1,0,1,7,559,3.5,10,1,76,744,225.0,9
0,1,0,1,1,380,4.4,268,1,94,702,149.0,4
0,1,0,2,2,380,4.8,13,2,80,648,490.44,22
0,1,0,1,3,478,4.8,9,1,1183,1036,286.0,37
0,1,0,2,2,442,4.3,30,2,14,878,179.0,38
0,1,0,1,1,435,5.0,2,1,52,648,353.0,11
0,1,0,3,36,442,3.8,13,3,76,638,273.0,30
0,1,0,3,5,559,4.5,95,3,1183,702,379.0,5
0,1,0,1,1,493,4.0,1,1,517,702,510.0,4
1,0,0,1,1,77,3.0,1,1,92,670,1465.0,9
0,1,0,1,2,478,4.0,29,1,325,878,539.0,4
0,1,0,1,1,486,4.4,48,1,52,638,280.0,7
0,1,0,2,2,559,3.6,13,2,1183,1036,230.0,6
0,1,0,1,9,59,3.5,3,1,325,878,194.0,4
0,1,0,1,1,366,4.1,40,1,84,732,291.0,22
0,1,0,1,1,60,4.6,11,1,463,732,182.0,3
0,1,0,1,1,49,4.3,8,1,4,614,150.0,5
0,1,0,1,1,493,3.9,53,1,6,732,366.0,12
0,1,0,1,1,431,4.7,6,1,41,648,2747.0,8
0,1,0,1,33,493,4.6,33,1,517,702,263.0,17
0,1,0,4,11,435,4.7,104,2,1183,1036,427.0,7
0,1,0,1,33,380,5.0,4,1,23,670,284.0,14
0,1,0,2,8,435,3.5,2,2,5,733,893.0,4
0,1,0,1,1,478,4.2,64,1,24,733,374.0,11
0,1,0,1,5,435,4.1,8,1,49,878,324.0,4
0,0,1,2,4,2,5.0,1,2,80,670,639.0,6
0,1,0,1,1,446,5.0,3,1,48,402,477.0,5
0,1,0,1,3,559,4.0,9,1,517,702,109.0,6
0,1,0,1,1,493,3.9,15,1,463,732,479.0,7
1,0,0,1,1,93,5.0,1,1,120,638,1350.0,10
1,0,0,1,61,67,5.0,1,1,11,402,749.0,3
0,1,0,1,2,435,4.2,11,1,80,614,479.0,4
0,1,0,1,1,431,3.9,12,1,14,732,373.0,10
0,0,1,1,40,12,4.6,3,1,517,702,238.0,21
0,1,0,1,1,559,3.7,14,1,325,732,224.0,22
0,1,0,2,36,559,4.8,7,2,76,670,628.0,31
1,0,0,1,65,77,4.0,10,4,71,733,79.0,13
0,1,0,1,3,69,5.0,4,1,88,648,895.0,22
0,1,0,1,6,486,4.0,2,1,21,648,499.0,5
0,1,0,1,1,41,5.0,2,1,64,648,999.0,5
0,1,0,2,2,486,4.7,4,2,47,638,2484.0,8
0,1,0,5,9,442,5.0,1,1,234,744,395.1,12
0,1,0,1,8,435,5.0,6,1,517,702,399.0,9
0,1,0,2,10,5,5.0,3,2,8,744,1499.0,10
1,0,0,1,2,51,4.0,3,1,1,614,778.0,14
0,1,0,3,6,431,4.5,17,2,1183,1036,423.0,4
0,1,0,3,8,435,3.7,43,2,1183,878,206.0,7
0,1,0,1,34,435,3.4,93,1,335,878,198.0,5
0,1,0,1,34,559,3.7,16,1,335,878,379.0,12
0,1,0,1,7,428,4.3,50,1,27,732,270.0,10
0,1,0,1,1,385,4.3,123,1,80,733,92.0,19
0,1,0,2,2,50,4.3,7,2,1183,1036,340.0,4
0,1,0,1,22,435,4.4,43,1,325,878,260.0,9
1,0,0,2,2,79,5.0,2,2,92,670,539.0,7
0,0,1,1,32,19,4.1,31,1,1183,1036,537.0,9
0,1,0,1,3,380,3.7,4,1,325,878,398.0,4
0,1,0,17,2,380,4.2,3,2,120,670,508.0,8
1,0,0,2,3,117,2.4,64,1,35,614,449.0,5
1,0,0,2,2,8,3.4,11,2,1183,1036,406.0,4
0,1,0,1,12,478,4.4,4,3,234,744,703.0,12
0,1,0,1,2,428,4.0,12,1,11,670,295.0,16
0,1,0,2,3,559,4.2,20,2,463,638,299.0,22
0,1,0,2,5,493,4.6,15,2,92,638,250.0,25
0,1,0,1,1,446,4.7,6,1,43,648,440.0,15
0,1,0,1,1,431,4.4,22,1,463,732,474.0,5
0,1,0,4,7,493,5.0,3,4,120,670,847.0,16
0,0,1,2,33,18,5.0,1,2,335,670,98.0,4
0,1,0,1,33,486,4.8,9,1,23,670,224.0,14
0,0,1,1,1,21,4.1,16,1,59,733,271.0,20
1,0,0,2,5,59,5.0,3,2,10,614,569.0,4
1,0,0,1,16,58,5.0,1,1,66,744,1848.0,3
0,1,0,1,15,428,4.1,3,1,1183,1036,309.0,16
0,1,0,1,2,442,3.8,3,1,119,670,900.0,24
1,0,0,1,3,42,3.0,1,1,92,1036,756.0,4
0,0,1,1,4,21,3.6,2,1,517,702,249.0,7
1,0,0,1,1,67,4.1,10,1,82,402,358.0,3
0,1,0,1,1,385,4.4,35,1,17,402,687.0,8
0,1,0,1,7,366,5.0,1,1,44,670,323.52,10
0,1,0,3,7,446,4.0,1,3,1183,1036,377.0,19
0,1,0,1,1,3,4.1,2,1,92,638,1016.0,6
1,0,0,1,1,13,4.0,1,1,15,638,1796.0,16
0,1,0,5,1,442,2.0,3,2,2,648,194.0,6
1,0,0,2,3,117,5.0,2,2,47,638,1257.25,8
0,1,0,1,1,559,4.0,1,1,49,878,395.1,5
0,1,0,5,9,380,3.1,2,1,234,744,416.0,13
0,1,0,1,36,486,5.0,4,1,119,670,446.0,30
0,1,0,1,2,435,4.4,16,1,517,702,275.0,6
0,1,0,1,5,486,4.7,8,1,325,878,299.0,3
0,1,0,2,2,442,4.0,36,2,1183,1036,350.0,6
0,1,0,1,2,54,5.0,1,1,9,648,2230.0,3
0,1,0,1,1,478,3.0,1,1,517,702,672.0,7
0,1,0,1,1,446,4.6,3,1,244,744,386.0,6
0,1,0,1,1,334,4.6,8,1,80,614,310.0,5
0,1,0,2,9,493,4.5,18,2,1183,702,243.0,10
0,1,0,1,1,334,4.1,10,1,6,402,769.0,11
0,1,0,1,34,559,3.5,11,1,325,878,262.0,12
1,0,0,1,1,79,2.5,2,1,10,638,599.0,5
0,1,0,2,4,334,4.0,9,1,463,732,99.0,5
0,1,0,2,4,380,4.5,38,2,1183,1036,435.0,5
0,1,0,1,2,486,5.0,1,1,83,638,722.0,6
0,1,0,1,2,385,4.3,61,1,82,733,113.0,6
0,1,0,1,1,366,4.2,8,1,35,648,260.0,4
0,1,0,1,65,69,5.0,1,1,80,733,117.0,5
0,1,0,3,3,334,4.4,290,3,1183,878,153.0,5
0,1,0,1,1,366,5.0,2,1,325,670,399.0,10
0,1,0,1,1,478,5.0,4,1,35,648,1890.0,6
0,1,0,3,19,559,3.6,11,3,1183,1036,209.0,27
1,0,0,1,1,58,5.0,1,1,120,1036,1900.0,7
0,1,0,1,7,334,5.0,1,1,1183,1036,359.0,23
0,1,0,1,15,435,3.7,13,1,98,733,275.0,12
0,0,1,3,2,15,5.0,1,3,44,670,378.0,33
0,1,0,2,2,446,4.4,2,2,119,670,329.0,11
0,1,0,2,2,380,4.0,3,2,1183,878,199.0,6
0,1,0,1,1,446,3.9,396,1,83,732,182.0,7
0,1,0,1,1,478,4.0,1,1,9,402,740.0,14
0,1,0,1,1,57,4.7,128,1,517,702,195.0,4
0,1,0,2,14,366,3.9,41,2,325,702,118.0,4
0,1,0,1,6,493,3.5,50,3,59,733,199.0,14
0,1,0,2,15,380,4.6,443,2,1183,878,243.0,13
0,1,0,1,4,54,5.0,1,1,1183,1036,449.0,3
0,1,0,2,2,380,5.0,1,2,119,744,1488.0,6
1,0,0,2,2,91,3.9,22,1,48,402,383.0,5
0,1,0,1,65,60,4.0,1,1,15,733,117.0,4
1,0,0,1,1,91,5.0,4,1,120,638,2949.0,7
1,0,0,1,2,77,3.7,74,1,463,732,416.0,6
0,1,0,1,1,559,5.0,2,1,7,1036,229.0,4
0,1,0,1,1,334,5.0,1,1,9,614,729.0,6
0,0,1,1,7,17,4.8,10,1,517,702,529.0,31
0,1,0,2,6,559,4.7,54,2,119,744,454.0,7
0,1,0,2,6,559,4.7,10,2,82,638,480.34,16
0,1,0,1,2,559,4.0,1,1,59,733,359.0,5
0,1,0,1,1,385,5.0,1,1,1,614,1201.0,19
0,1,0,1,8,493,4.3,24,1,49,878,311.0,5
0,1,0,2,3,442,4.0,287,2,517,878,140.0,5
0,1,0,14,1,446,4.7,5,1,234,744,425.0,7
0,1,0,1,1,442,4.7,5,1,6,614,398.0,9
0,1,0,1,2,385,4.4,12,2,145,638,74.0,8
0,1,0,1,1,435,4.8,9,1,9,732,403.0,4
0,1,0,3,3,428,5.0,1,3,1183,1036,320.0,12
0,0,1,1,1,21,3.7,20,1,14,732,373.0,36
0,1,0,1,1,385,3.4,20,1,80,733,81.0,7
0,1,0,2,30,435,4.0,5,2,1183,878,300.0,4
1,0,0,1,1,91,4.0,1,1,92,733,289.0,4
0,1,0,2,7,446,5.0,1,2,11,744,545.0,8
0,1,0,2,2,428,3.9,20,2,28,732,146.0,4
0,1,0,4,13,431,5.0,1,1,234,744,425.0,14
0,1,0,2,3,366,4.6,2,2,22,638,423.24,26
0,1,0,1,2,366,5.0,1,1,10,614,1748.0,14
0,1,0,3,3,486,4.7,59,3,1183,1036,325.0,4
0,1,0,1,1,334,3.9,39,1,234,744,1099.0,11
0,1,0,1,1,51,4.1,8,1,22,648,480.0,4
0,1,0,3,3,559,4.5,95,3,16,402,290.0,22
0,1,0,2,2,478,5.0,1,2,120,648,872.0,6
0,1,0,1,1,493,4.6,3,1,234,744,540.0,4
0,1,0,3,3,380,4.0,96,4,1183,878,224.0,10
0,1,0,1,1,385,4.7,16,1,92,638,361.0,21
0,1,0,2,8,431,4.6,2,2,145,638,413.0,12
0,1,0,1,7,59,5.0,1,1,335,878,195.0,5
0,1,0,1,1,54,5.0,2,1,7,638,474.0,4
0,1,0,1,1,478,3.7,46,1,463,732,117.0,17
0,1,0,1,7,435,4.6,5,1,335,878,122.0,9
0,1,0,1,1,478,4.0,24,1,4,733,275.0,8
0,1,0,4,13,493,4.3,12,1,234,744,375.0,7
0,1,0,1,1,486,5.0,2,1,463,614,225.0,7
0,1,0,2,13,559,5.0,10,2,463,614,319.0,5
1,0,0,2,3,79,4.0,52,2,244,638,5968.0,7
0,1,0,1,7,59,3.7,7,1,1183,1036,250.0,4
1,0,0,1,65,77,4.4,35,1,71,733,56.0,13
0,0,1,2,2,6,4.7,4,2,82,733,1006.0,6
0,1,0,1,1,428,5.0,2,1,71,733,2653.0,11
0,1,0,1,11,493,4.5,5,1,335,878,135.0,19
0,1,0,1,61,431,4.2,25,1,98,733,378.0,5
0,1,0,1,8,478,5.0,5,1,517,702,319.0,17
0,1,0,1,1,435,4.4,2,1,22,744,179.0,13
0,1,0,1,1,486,3.4,45,1,29,732,210.0,7
0,1,0,1,1,366,2.0,1,1,517,702,175.0,5
0,1,0,1,1,334,4.1,10,1,4,614,999.0,13
0,1,0,1,1,334,4.1,136,1,80,733,42.0,8
0,1,0,2,12,559,4.0,8,2,80,733,467.0,6
0,1,0,1,1,478,4.7,4,1,34,614,1528.0,7
0,1,0,1,3,486,4.6,10,2,80,733,949.0,5
0,1,0,1,33,493,3.7,22,1,335,878,247.0,18
0,1,0,1,18,478,4.7,42,1,14,732,238.0,10
0,1,0,1,17,57,4.3,50,1,244,744,215.0,6
0,1,0,1,1,486,1.0,1,1,325,878,248.0,3
0,1,0,1,1,51,5.0,1,1,335,744,1513.0,5
1,0,0,1,2,117,4.2,25,1,8,402,779.0,7
1,0,0,1,65,1,4.8,7,1,71,733,517.0,13
