Publication_Hardcover,Publication_Paperback,Publication_other,BookCategory_Action & Adventure,"BookCategory_Arts, Film & Photography","BookCategory_Biographies, Diaries & True Accounts",BookCategory_Comics & Mangas,"BookCategory_Computing, Internet & Digital Media","BookCategory_Crime, Thriller & Mystery",BookCategory_Humour,"BookCategory_Language, Linguistics & Writing",BookCategory_Politics,BookCategory_Romance,BookCategory_Sports,Reviews,Ratings,Age_of_book,Price
0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.2,32,6,634.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.3,2,52,575.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.2,25,9,336.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.2,3,25,1427.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.2,17,3,112.0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.6,4,22,1613.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0,1,6,1488.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.7,3,4,443.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,6,6,470.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.8,11,6,360.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.7,14,10,339.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.3,4,12,204.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,3,12,1064.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.3,4,9,1399.0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.4,175,24,1290.66
0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.7,3,4,230.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.4,153,10,454.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.8,32,17,215.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.2,145,8,150.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.7,102,6,300.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.3,2,25,150.0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.6,85,4,535.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.8,14,9,134.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.0,5,7,449.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.0,1,5,169.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.0,5,7,428.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.6,17,4,306.0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,4.7,127,6,610.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.5,12,8,321.0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.3,15,4,179.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.4,3,18,500.5
0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.9,5,15,269.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.0,3,4,493.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.2,251,4,196.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.3,88,4,452.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.2,11,7,325.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,27,7,2742.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.0,49,9,244.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.5,1684,8,198.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.3,5,13,284.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.2,11,4,295.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.2,11,13,599.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.9,3,4,553.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.6,12,5,196.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.4,33,18,205.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.9,16,18,369.0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.6,2,14,499.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.0,17,15,195.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.5,2,5,304.0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.8,15,4,373.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.0,19,4,552.21
0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.3,3,5,150.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.0,2,15,624.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.5,22,6,270.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.5,50,4,185.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.1,37,10,309.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.0,1,17,686.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,4,4,419.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.7,34,7,316.8
1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.5,12,10,558.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.4,7,7,259.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.4,902,3,147.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.7,3,10,188.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.8,149,5,260.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.9,11,7,289.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0,36,6,338.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.1,5,9,910.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,2,20,203.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.8,12,10,255.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.8,6,11,268.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0,1,5,442.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.8,9,4,400.0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,3.9,4,8,1669.0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,1,8,1916.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.1,24,10,276.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,2,12,2511.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.3,8,5,270.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.6,5,4,235.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.5,2,4,449.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,4,5,69.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0,3,4,415.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.0,1,5,367.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.0,4,13,483.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,38,3,279.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.5,3,7,199.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.1,12,9,350.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.0,1,9,460.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,2.9,2,25,983.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0,2,13,1000.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.1,35,9,324.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.0,15,27,479.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0,1,8,963.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.1,6,18,449.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.6,45,9,112.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.5,4,6,384.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.0,1,9,624.0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,4.2,85,4,396.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,1,16,948.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.5,8,12,499.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.0,1,5,1399.0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,4,5,299.0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,1,9,988.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.2,7,7,352.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.5,13,11,145.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.7,21,5,407.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,3,27,198.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.0,1,4,1398.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,1,4,1250.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0,1,4,399.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.4,15,3,180.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.8,22,12,250.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.0,1,4,993.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.6,8,12,161.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.0,1,3,450.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.1,46,8,120.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.3,9,20,355.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.1,25,10,295.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.1,4,3,899.0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.6,3,6,981.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.7,24,13,55.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.6,13,8,417.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.0,2,5,1034.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.0,26,6,440.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.8,34,5,1600.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.1,33,5,379.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.0,20,12,150.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.5,2,5,224.0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,10,14,1824.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.0,3,5,184.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.0,5,12,179.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.0,1,6,420.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.8,48,6,350.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,1,7,596.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.7,8,11,1200.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.3,11,11,319.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.5,3,21,490.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.9,37,7,695.0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.6,6,19,2098.67
0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,1,6,1078.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.9,11,7,266.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.0,2,4,1496.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.1,2,22,319.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.3,154,8,387.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.0,1,5,532.25
0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.6,5,18,639.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.4,5,5,235.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.5,4,16,641.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.1,9,17,399.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.0,10,4,398.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.7,11,7,210.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.7,14,9,154.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.5,2,6,722.37
0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.0,3,7,960.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.8,163,6,185.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.0,2,5,2145.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.0,1,10,563.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.0,3,18,845.75
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.9,19,5,299.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.8,7,5,1550.0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.7,4,5,999.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.1,29,8,345.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.1,29,14,118.29
0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.8,98,15,399.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.3,146,4,142.0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,3,8,2570.0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,4.6,42,12,323.9
0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.3,7,9,1350.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.0,2,11,632.15
1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.5,15,8,950.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.0,2,6,520.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.0,1,4,564.4
1,0,0,0,0,1,0,0,0,0,0,0,0,0,4.7,37,3,474.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.9,15,7,200.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.4,7,12,269.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.0,35,5,514.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.3,31,8,90.0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,1,8,590.0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0,1,3,452.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.0,5,18,581.0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.1,6,5,309.0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0,1,26,299.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.2,44,7,175.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.7,11,3,399.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.4,4,10,814.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,1,6,518.73
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.4,11,14,460.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.0,2,8,690.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.6,199,10,270.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.3,25,3,374.25
0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.9,6,3,195.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.0,1,36,763.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0,1,10,198.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.2,163,5,499.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.5,2,12,189.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.9,2,6,5437.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0,2,17,299.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.0,2,6,398.44
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.4,4,4,1094.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.6,34,3,238.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.0,1,4,280.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.5,2,12,629.0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,3.9,3,5,1199.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.4,65,8,489.0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,3.0,1,33,262.0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.0,2,8,557.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.5,58,13,634.0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,4.2,157,6,357.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.5,29,10,749.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.0,1,31,1154.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.4,3,7,496.23
0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,1,8,596.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.2,25,12,265.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,6,18,446.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.9,4,8,131.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.3,66,6,185.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.0,1,20,295.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0,6,4,324.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.5,16,4,399.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.4,5,8,98.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.0,1,9,239.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0,6,5,963.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,3,12,1205.0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,2,7,607.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.8,107,10,229.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.2,73,4,150.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.4,5,9,420.89
0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.0,2,16,549.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.2,8,11,244.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.8,218,6,247.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.4,203,8,389.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.3,12,4,456.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,1,7,1242.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.3,5,11,448.99
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,20,4,142.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.5,9,20,374.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.5,168,5,298.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.0,1,42,799.0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.0,2,5,445.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0,2,28,605.0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,8,7,933.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.4,3,3,247.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,1,3,416.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.5,4,7,238.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.8,14,10,1433.0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.5,6,6,334.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.9,6,9,799.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.5,2,10,345.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.7,113,7,279.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.1,24,8,287.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,2,9,691.0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0,1,24,395.0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.6,114,14,590.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.4,67,17,263.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.1,44,5,69.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.4,11,6,676.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.1,5,11,205.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.6,33,4,392.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.5,2,4,177.0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.6,32,6,850.44
0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.0,1,4,309.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.3,21,15,369.0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,4.7,9,4,555.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.0,1,5,364.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.5,351,9,304.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.1,28,6,449.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.3,16,4,299.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,171,8,258.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.3,14,17,229.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,1,3,299.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.8,2,9,557.0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,4.8,12,4,349.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.0,1,32,561.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,76,5,169.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.3,4,18,379.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0,1,8,391.0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.7,5,8,1100.0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.3,57,36,353.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.0,1,5,1001.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.6,3,26,954.0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0,1,8,689.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.4,60,19,364.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,1,6,260.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.3,3,15,124.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.4,61,6,369.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.6,17,8,323.52
0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.0,4,4,382.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.8,15,9,150.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.5,9,47,681.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.5,2,9,170.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.9,9,7,1969.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,1,4,451.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.0,1,5,149.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.7,31,5,435.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.7,26,4,364.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.3,8,7,179.0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,1,7,509.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,1,12,374.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.4,331,10,224.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.7,4,11,679.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,1,5,559.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0,3,24,202.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.4,108,18,335.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,1,6,428.0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,4.7,45,3,434.0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,4.1,17,13,503.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.3,55,6,151.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.9,42,16,319.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,36,3,120.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.2,10,6,190.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.0,2,14,399.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.5,5,4,160.0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.6,3,5,569.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,8,3,299.0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.4,49,4,399.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.3,48,4,411.6
0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,1,5,708.0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,1,9,795.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0,1,3,449.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.5,2,4,295.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.3,21,5,261.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0,1,4,475.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.6,3,5,700.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.2,66,16,410.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.0,37,9,342.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.3,7,11,678.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.5,18,20,180.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.2,37,30,314.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1,35,619.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.5,95,22,290.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,12,191.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.0,4,16,799.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.5,56,7,461.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.0,8,6,623.0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0,1,3,657.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.8,9,8,444.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.8,19,5,449.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0,1,6,400.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.0,1,17,293.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,1,11,795.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.7,3,4,446.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.0,3,5,426.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.9,36,19,284.0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,4.2,30,4,560.0
